genome,completeness,contamination,location,length,N50
nhnw_bin.523.fa.gz,95.3,4.194,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.523.fa.gz,3491721,58255
nhnw_bin.406.fa.gz,95.3,1.342,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.406.fa.gz,2327118,55907
nhnw_bin.211.fa.gz,95.3,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.211.fa.gz,2561456,30563
nhnw_bin.589.fa.gz,95.26,1.76,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.589.fa.gz,1500114,53290
nhnw_bin.539.fa.gz,95.26,1.194,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.539.fa.gz,2365744,32565
nhnw_bin.52.fa.gz,95.26,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.52.fa.gz,2020849,79399
nhnw_bin.555.fa.gz,95.22,0.476,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.555.fa.gz,1953782,38026
nhnw_bin.418.fa.gz,95.22,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.418.fa.gz,2133135,100991
nhnw_bin.243.fa.gz,95.16,1.124,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.243.fa.gz,2758772,46891
nhnw_bin.117.fa.gz,95.16,1.209,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.117.fa.gz,1741477,108064
nhnw_bin.11.fa.gz,95.15,0.806,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.11.fa.gz,2113265,49544
nhnw_bin.16.fa.gz,95.09,0.653,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.16.fa.gz,2030512,35475
nhnw_bin.358.fa.gz,94.98,1.006,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.358.fa.gz,1951609,55441
nhnw_bin.41.fa.gz,94.96,4.758,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.41.fa.gz,2148543,32983
nhnw_bin.155.fa.gz,94.93,1.898,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.155.fa.gz,2133557,68634
nhnw_bin.198.fa.gz,94.92,3.701,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.198.fa.gz,1857847,41717
nhnw_bin.432.fa.gz,94.89,1.881,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.432.fa.gz,2476604,85161
nhnw_bin.573.fa.gz,94.87,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.573.fa.gz,2221676,45935
nhnw_bin.45.fa.gz,94.87,0.582,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.45.fa.gz,2805897,12025
nhnw_bin.160.fa.gz,94.77,2.431,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.160.fa.gz,1771532,14745
nhnw_bin.138.fa.gz,94.77,5.599,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.138.fa.gz,2416566,64590
nhnw_bin.121.fa.gz,94.77,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.121.fa.gz,1470042,17868
nhnw_bin.60.fa.gz,94.75,0.806,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.60.fa.gz,1917577,73684
nhnw_bin.566.fa.gz,94.68,0.625,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.566.fa.gz,1831680,50605
nhnw_bin.317.fa.gz,94.68,2.836,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.317.fa.gz,1780767,133657
nhnw_bin.158.fa.gz,94.66,1.793,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.158.fa.gz,1813599,90286
nhnw_bin.214.fa.gz,94.63,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.214.fa.gz,1598792,128655
nhnw_bin.116.fa.gz,94.63,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.116.fa.gz,1640452,76410
nhnw_bin.162.fa.gz,94.62,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.162.fa.gz,2394871,49328
nhnw_bin.256.fa.gz,94.57,1.342,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.256.fa.gz,3059473,29362
nhnw_bin.559.fa.gz,94.56,2.362,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.559.fa.gz,1666037,37310
nhnw_bin.485.fa.gz,94.55,1.282,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.485.fa.gz,2872752,21460
nhnw_bin.493.fa.gz,94.54,3.076,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.493.fa.gz,4530441,39165
nhnw_bin.113.fa.gz,94.54,2.666,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.113.fa.gz,3411865,79269
nhnw_bin.354.fa.gz,94.53,1.301,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.354.fa.gz,2282523,63920
nhnw_bin.404.fa.gz,94.51,1.398,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.404.fa.gz,2810148,33814
nhnw_bin.47.fa.gz,94.48,1.301,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.47.fa.gz,2182702,18158
nhnw_bin.570.fa.gz,94.45,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.570.fa.gz,1624164,34859
nhnw_bin.28.fa.gz,94.4,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.28.fa.gz,1889963,132057
nhnw_bin.314.fa.gz,94.38,2.808,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.314.fa.gz,1314907,128482
nhnw_bin.218.fa.gz,94.37,0.657,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.218.fa.gz,1909194,22442
nhnw_bin.200.fa.gz,94.35,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.200.fa.gz,1639317,91209
nhnw_bin.458.fa.gz,94.33,0.943,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.458.fa.gz,1974425,99342
nhnw_bin.96.fa.gz,94.31,1.123,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.96.fa.gz,2193514,35530
nhnw_bin.565.fa.gz,94.3,1.265,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.565.fa.gz,2119659,70268
nhnw_bin.43.fa.gz,94.29,5.369,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.43.fa.gz,1694432,105771
nhnw_bin.556.fa.gz,94.26,0.335,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.556.fa.gz,2567002,14299
nhnw_bin.164.fa.gz,94.26,2.447,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.164.fa.gz,1976386,33187
nhnw_bin.597.fa.gz,94.25,3.155,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.597.fa.gz,2213954,39857
nhnw_bin.388.fa.gz,94.21,8.745,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.388.fa.gz,2862392,27449
nhnw_bin.69.fa.gz,94.15,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.69.fa.gz,1770226,60644
nhnw_bin.440.fa.gz,94.15,4.058,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.440.fa.gz,2489347,12234
nhnw_bin.433.fa.gz,94.15,0.476,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.433.fa.gz,1859008,45460
nhnw_bin.522.fa.gz,94.12,0.079,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.522.fa.gz,1610856,117167
nhnw_bin.586.fa.gz,94.09,1.582,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.586.fa.gz,2020251,74536
nhnw_bin.265.fa.gz,94.08,0.448,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.265.fa.gz,1919439,34923
nhnw_bin.297.fa.gz,94.07,4.047,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.297.fa.gz,2309736,94320
nhnw_bin.414.fa.gz,94.06,1.915,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.414.fa.gz,2741439,92652
nhnw_bin.400.fa.gz,94.01,7.256,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.400.fa.gz,3775941,88162
nhnw_bin.393.fa.gz,93.97,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.393.fa.gz,1346481,99755
nhnw_bin.143.fa.gz,93.96,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.143.fa.gz,1668860,109057
nhnw_bin.546.fa.gz,93.95,2.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.546.fa.gz,1583622,12042
nhnw_bin.479.fa.gz,93.95,1.342,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.479.fa.gz,1868572,27570
nhnw_bin.133.fa.gz,93.95,2.688,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.133.fa.gz,2841627,101128
nhnw_bin.150.fa.gz,93.94,5.555,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.150.fa.gz,2245863,27043
nhnw_bin.8.fa.gz,93.86,2.426,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.8.fa.gz,2106911,27397
nhnw_bin.215.fa.gz,93.85,0.745,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.215.fa.gz,2063752,7117
nhnw_bin.588.fa.gz,93.84,2.904,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.588.fa.gz,2421459,27877
nhnw_bin.480.fa.gz,93.82,2.247,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.480.fa.gz,1262916,23156
nhnw_bin.431.fa.gz,93.82,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.431.fa.gz,1116817,24598
nhnw_bin.56.fa.gz,93.79,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.56.fa.gz,1749894,54722
nhnw_bin.79.fa.gz,93.75,1.908,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.79.fa.gz,2477845,36032
nhnw_bin.249.fa.gz,93.73,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.249.fa.gz,2238780,14777
nhnw_bin.351.fa.gz,93.68,5.033,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.351.fa.gz,2558567,11768
nhnw_bin.316.fa.gz,93.66,0.842,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.316.fa.gz,1872058,57391
nhnw_bin.287.fa.gz,93.66,2.796,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.287.fa.gz,2609277,51618
nhnw_bin.25.fa.gz,93.65,3.352,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.25.fa.gz,3150792,13220
nhnw_bin.548.fa.gz,93.63,2.688,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.548.fa.gz,2641273,39153
nhnw_bin.424.fa.gz,93.62,4.697,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.424.fa.gz,2742977,47534
nhnw_bin.31.fa.gz,93.61,1.843,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.31.fa.gz,1602916,60283
nhnw_bin.36.fa.gz,93.57,2.659,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.36.fa.gz,1668537,34717
nhnw_bin.80.fa.gz,93.54,3.225,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.80.fa.gz,1919566,66704
nhnw_bin.58.fa.gz,93.51,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.58.fa.gz,2472165,46100
nhnw_bin.144.fa.gz,93.51,0.692,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.144.fa.gz,1795410,38290
nhnw_bin.271.fa.gz,93.5,2.688,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.271.fa.gz,2315681,28584
nhnw_bin.152.fa.gz,93.49,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.152.fa.gz,2693361,28018
nhnw_bin.472.fa.gz,93.45,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.472.fa.gz,2766034,33464
nhnw_bin.235.fa.gz,93.4,2.348,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.235.fa.gz,3156360,37862
nhnw_bin.197.fa.gz,93.34,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.197.fa.gz,1689675,48666
nhnw_bin.172.fa.gz,93.34,7.718,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.172.fa.gz,4377146,64902
nhnw_bin.476.fa.gz,93.31,2.404,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.476.fa.gz,2254633,16404
nhnw_bin.230.fa.gz,93.29,2.705,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.230.fa.gz,2418391,103248
nhnw_bin.382.fa.gz,93.27,4.838,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.382.fa.gz,2371078,107322
nhnw_bin.549.fa.gz,93.25,0.806,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.549.fa.gz,1704998,112648
nhnw_bin.483.fa.gz,93.25,3.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.483.fa.gz,1272815,162000
nhnw_bin.194.fa.gz,93.15,0.734,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.194.fa.gz,1784389,22538
nhnw_bin.67.fa.gz,93.13,0.699,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.67.fa.gz,2643300,29392
nhnw_bin.438.fa.gz,93.1,3.291,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.438.fa.gz,2120232,22457
nhnw_bin.302.fa.gz,93.09,0.929,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.302.fa.gz,2313401,66272
nhnw_bin.100.fa.gz,93.09,3.935,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.100.fa.gz,2729438,12312
nhnw_bin.471.fa.gz,93.07,0.026,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.471.fa.gz,1895269,101306
nhnw_bin.104.fa.gz,93.06,7.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.104.fa.gz,2593463,118618
nhnw_bin.233.fa.gz,93.05,6.395,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.233.fa.gz,2255634,29442
nhnw_bin.405.fa.gz,93.0,4.195,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.405.fa.gz,2389663,32201
nhnw_bin.310.fa.gz,92.95,1.342,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.310.fa.gz,1955131,22362
nhnw_bin.263.fa.gz,92.95,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.263.fa.gz,2082734,93247
nhnw_bin.103.fa.gz,92.93,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.103.fa.gz,2168603,31444
nhnw_bin.355.fa.gz,92.89,2.498,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.355.fa.gz,2400479,10510
nhnw_bin.234.fa.gz,92.88,0.885,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.234.fa.gz,1920578,35843
nhnw_bin.412.fa.gz,92.86,4.861,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.412.fa.gz,2052604,62221
nhnw_bin.461.fa.gz,92.82,3.789,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.461.fa.gz,3885739,14957
nhnw_bin.135.fa.gz,92.76,0.371,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.135.fa.gz,1977223,97024
nhnw_bin.595.fa.gz,92.72,3.355,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.595.fa.gz,2534272,7740
nhnw_bin.20.fa.gz,92.68,7.737,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.20.fa.gz,2283525,8124
nhnw_bin.311.fa.gz,92.62,0.682,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.311.fa.gz,1875877,20931
nhnw_bin.562.fa.gz,92.61,4.026,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.562.fa.gz,2090798,111128
nhnw_bin.536.fa.gz,92.61,1.118,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.536.fa.gz,1899150,10513
nhnw_bin.383.fa.gz,92.59,1.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.383.fa.gz,2430813,97327
nhnw_bin.425.fa.gz,92.54,5.201,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.425.fa.gz,3925600,38164
nhnw_bin.527.fa.gz,92.39,1.342,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.527.fa.gz,2105606,41374
nhnw_bin.65.fa.gz,92.37,0.966,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.65.fa.gz,2508380,53514
nhnw_bin.250.fa.gz,92.35,1.565,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.250.fa.gz,2244452,31044
nhnw_bin.257.fa.gz,92.33,2.348,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.257.fa.gz,4028203,26151
nhnw_bin.18.fa.gz,92.32,1.296,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.18.fa.gz,2383323,13456
nhnw_bin.582.fa.gz,92.28,2.576,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.582.fa.gz,1116571,83888
nhnw_bin.23.fa.gz,92.2,1.792,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.23.fa.gz,2395825,29004
nhnw_bin.53.fa.gz,92.14,4.982,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.53.fa.gz,3928274,43368
nhnw_bin.421.fa.gz,92.14,0.692,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.421.fa.gz,1749436,78601
nhnw_bin.379.fa.gz,92.13,7.865,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.379.fa.gz,1116857,122810
nhnw_bin.142.fa.gz,92.13,4.462,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.142.fa.gz,2352106,32850
nhnw_bin.489.fa.gz,92.0,2.666,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.489.fa.gz,1764410,78838
nhnw_bin.450.fa.gz,92.0,0.111,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.450.fa.gz,1397478,104860
nhnw_bin.408.fa.gz,92.0,4.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.408.fa.gz,1152050,242040
nhnw_bin.181.fa.gz,91.97,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.181.fa.gz,2071141,58013
nhnw_bin.558.fa.gz,91.94,2.034,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.558.fa.gz,1831031,87232
nhnw_bin.301.fa.gz,91.92,0.789,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.301.fa.gz,2102940,40849
nhnw_bin.2.fa.gz,91.92,5.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.2.fa.gz,1739364,68703
nhnw_bin.520.fa.gz,91.9,1.056,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.520.fa.gz,2835321,5946
nhnw_bin.501.fa.gz,91.84,0.104,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.501.fa.gz,2139779,92238
nhnw_bin.568.fa.gz,91.78,4.202,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.568.fa.gz,2397921,155189
nhnw_bin.128.fa.gz,91.77,1.006,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.128.fa.gz,1639356,38074
nhnw_bin.463.fa.gz,91.75,1.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.463.fa.gz,1563913,12059
nhnw_bin.443.fa.gz,91.74,0.446,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.443.fa.gz,2272665,17007
nhnw_bin.426.fa.gz,91.74,8.165,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.426.fa.gz,1666093,11711
nhnw_bin.199.fa.gz,91.61,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.199.fa.gz,2085998,31212
nhnw_bin.1.fa.gz,91.61,2.013,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.1.fa.gz,2578246,33319
nhnw_bin.130.fa.gz,91.61,1.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.130.fa.gz,1576002,98248
nhnw_bin.375.fa.gz,91.6,1.682,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.375.fa.gz,2142443,99878
nhnw_bin.487.fa.gz,91.58,0.7,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.487.fa.gz,1694453,96677
nhnw_bin.283.fa.gz,91.58,4.026,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.283.fa.gz,2161377,51079
nhnw_bin.502.fa.gz,91.56,1.398,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.502.fa.gz,2128616,9150
nhnw_bin.526.fa.gz,91.55,1.351,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.526.fa.gz,2313162,123405
nhnw_bin.136.fa.gz,91.51,1.351,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.136.fa.gz,2345983,194843
nhnw_bin.557.fa.gz,91.48,0.158,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.557.fa.gz,1918852,59119
nhnw_bin.392.fa.gz,91.47,0.223,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.392.fa.gz,2438660,26918
nhnw_bin.344.fa.gz,91.44,9.191,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.344.fa.gz,2266416,6971
nhnw_bin.196.fa.gz,91.39,4.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.196.fa.gz,1292227,11206
nhnw_bin.193.fa.gz,91.36,2.727,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.193.fa.gz,2360461,23763
nhnw_bin.201.fa.gz,91.34,1.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.201.fa.gz,1647350,67889
nhnw_bin.29.fa.gz,91.18,1.038,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.29.fa.gz,1722457,7584
nhnw_bin.475.fa.gz,91.16,3.243,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.475.fa.gz,1869704,6560
nhnw_bin.87.fa.gz,91.12,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.87.fa.gz,1765184,122009
nhnw_bin.554.fa.gz,91.1,1.811,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.554.fa.gz,2426555,23110
nhnw_bin.101.fa.gz,91.05,0.692,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.101.fa.gz,1972264,13876
nhnw_bin.525.fa.gz,90.97,0.167,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.525.fa.gz,2453755,39633
nhnw_bin.10.fa.gz,90.95,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.10.fa.gz,1679543,68233
nhnw_bin.464.fa.gz,90.93,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.464.fa.gz,1602729,118109
nhnw_bin.533.fa.gz,90.91,3.243,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.533.fa.gz,2395352,13126
nhnw_bin.328.fa.gz,90.88,2.684,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.328.fa.gz,2096550,16100
nhnw_bin.231.fa.gz,90.84,0.675,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.231.fa.gz,2257521,71388
nhnw_bin.468.fa.gz,90.8,2.403,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.468.fa.gz,2749471,103569
nhnw_bin.32.fa.gz,90.79,6.722,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.32.fa.gz,2106858,86220
nhnw_bin.323.fa.gz,90.66,4.816,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.323.fa.gz,2316976,70648
nhnw_bin.353.fa.gz,90.6,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.353.fa.gz,1766825,151897
nhnw_bin.212.fa.gz,90.59,1.989,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.212.fa.gz,2188043,15482
nhnw_bin.496.fa.gz,90.56,5.851,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.496.fa.gz,1479615,74058
nhnw_bin.81.fa.gz,90.54,1.689,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.81.fa.gz,2303256,29284
nhnw_bin.77.fa.gz,90.53,7.997,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.77.fa.gz,4307855,47307
nhnw_bin.532.fa.gz,90.46,0.732,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.532.fa.gz,1763640,10291
