Genome	B2_1_23_RUNR Read Count	B2_1_23_RUNR Covered Fraction	B2_1_23_RUNR Length	B120_23_EFNP_TC Read Count	B120_23_EFNP_TC Covered Fraction	B120_23_EFNP_TC Length	EHI02809 Read Count	EHI02809 Covered Fraction	EHI02809 Length	EHI01176 Read Count	EHI01176 Covered Fraction	EHI01176 Length	B362F_22_EFNP_WH Read Count	B362F_22_EFNP_WH Covered Fraction	B362F_22_EFNP_WH Length	B18F_22_EFNP_N1 Read Count	B18F_22_EFNP_N1 Covered Fraction	B18F_22_EFNP_N1 Length	EHI01174 Read Count	EHI01174 Covered Fraction	EHI01174 Length	EHI02816 Read Count	EHI02816 Covered Fraction	EHI02816 Length	B357_23_EFNP_TE Read Count	B357_23_EFNP_TE Covered Fraction	B357_23_EFNP_TE Length	B111F_22_EFNP_N1 Read Count	B111F_22_EFNP_N1 Covered Fraction	B111F_22_EFNP_N1 Length	B31_23_EFNP_N31 Read Count	B31_23_EFNP_N31 Covered Fraction	B31_23_EFNP_N31 Length	B407_23_EFNP_DW Read Count	B407_23_EFNP_DW Covered Fraction	B407_23_EFNP_DW Length	B201_23_EFNP_BB Read Count	B201_23_EFNP_BB Covered Fraction	B201_23_EFNP_BB Length	EHI02800 Read Count	EHI02800 Covered Fraction	EHI02800 Length	B33_23_RUNR Read Count	B33_23_RUNR Covered Fraction	B33_23_RUNR Length	EHI02786 Read Count	EHI02786 Covered Fraction	EHI02786 Length	B462_23_EFNP_CV Read Count	B462_23_EFNP_CV Covered Fraction	B462_23_EFNP_CV Length	B218_23_EFNP_N96 Read Count	B218_23_EFNP_N96 Covered Fraction	B218_23_EFNP_N96 Length	B246F_22_EFNP_N1 Read Count	B246F_22_EFNP_N1 Covered Fraction	B246F_22_EFNP_N1 Length	B184F_22_EFNP_BB Read Count	B184F_22_EFNP_BB Covered Fraction	B184F_22_EFNP_BB Length	B109_23_EFNP_N1 Read Count	B109_23_EFNP_N1 Covered Fraction	B109_23_EFNP_N1 Length	EHI01178 Read Count	EHI01178 Covered Fraction	EHI01178 Length	B163F_22_EFNP_N1 Read Count	B163F_22_EFNP_N1 Covered Fraction	B163F_22_EFNP_N1 Length	EHI02814 Read Count	EHI02814 Covered Fraction	EHI02814 Length	B39_23_RUNR Read Count	B39_23_RUNR Covered Fraction	B39_23_RUNR Length	B382_23_EFNP_CC Read Count	B382_23_EFNP_CC Covered Fraction	B382_23_EFNP_CC Length	B11_23_RUNR Read Count	B11_23_RUNR Covered Fraction	B11_23_RUNR Length	B63_23_RUNR Read Count	B63_23_RUNR Covered Fraction	B63_23_RUNR Length	FS1_1_23_RUNR Read Count	FS1_1_23_RUNR Covered Fraction	FS1_1_23_RUNR Length	B441_23_EFNP_RE Read Count	B441_23_EFNP_RE Covered Fraction	B441_23_EFNP_RE Length	EHI01177 Read Count	EHI01177 Covered Fraction	EHI01177 Length	No_69_road_23_EFNP_N69 Read Count	No_69_road_23_EFNP_N69 Covered Fraction	No_69_road_23_EFNP_N69 Length	B461F_22_EFNP_BB Read Count	B461F_22_EFNP_BB Covered Fraction	B461F_22_EFNP_BB Length	B19_1_23_RUNR Read Count	B19_1_23_RUNR Covered Fraction	B19_1_23_RUNR Length	B19_2_23_RUNR Read Count	B19_2_23_RUNR Covered Fraction	B19_2_23_RUNR Length	B466F_22_EFNP_N1 Read Count	B466F_22_EFNP_N1 Covered Fraction	B466F_22_EFNP_N1 Length	B363_23_EFNP_WH Read Count	B363_23_EFNP_WH Covered Fraction	B363_23_EFNP_WH Length	EHI01179 Read Count	EHI01179 Covered Fraction	EHI01179 Length	EHI02781 Read Count	EHI02781 Covered Fraction	EHI02781 Length	EHI01175 Read Count	EHI01175 Covered Fraction	EHI01175 Length	B6_23_RUNR Read Count	B6_23_RUNR Covered Fraction	B6_23_RUNR Length	FS11F_22_EFNP_N1 Read Count	FS11F_22_EFNP_N1 Covered Fraction	FS11F_22_EFNP_N1 Length	EHI02805 Read Count	EHI02805 Covered Fraction	EHI02805 Length	B361_23_EFNP_N88 Read Count	B361_23_EFNP_N88 Covered Fraction	B361_23_EFNP_N88 Length	B478_23_EFNP_NB Read Count	B478_23_EFNP_NB Covered Fraction	B478_23_EFNP_NB Length	B83F_22_EFNP_WH Read Count	B83F_22_EFNP_WH Covered Fraction	B83F_22_EFNP_WH Length	EHI02790 Read Count	EHI02790 Covered Fraction	EHI02790 Length	B369F_22_EFNP_CV Read Count	B369F_22_EFNP_CV Covered Fraction	B369F_22_EFNP_CV Length	B250F_22_EFNP_CV Read Count	B250F_22_EFNP_CV Covered Fraction	B250F_22_EFNP_CV Length	B29F_22_EFNP_BB Read Count	B29F_22_EFNP_BB Covered Fraction	B29F_22_EFNP_BB Length	B523F_22_EFNP_DW Read Count	B523F_22_EFNP_DW Covered Fraction	B523F_22_EFNP_DW Length	B220_23_EFNP_FF Read Count	B220_23_EFNP_FF Covered Fraction	B220_23_EFNP_FF Length	B458_23_EFNP_N1 Read Count	B458_23_EFNP_N1 Covered Fraction	B458_23_EFNP_N1 Length	EHI01180 Read Count	EHI01180 Covered Fraction	EHI01180 Length	B534F_22_EFNP_CC Read Count	B534F_22_EFNP_CC Covered Fraction	B534F_22_EFNP_CC Length	B328_23_EFNP_CC Read Count	B328_23_EFNP_CC Covered Fraction	B328_23_EFNP_CC Length	EHI01172 Read Count	EHI01172 Covered Fraction	EHI01172 Length
EHA04823_bin.133	145	0.008435367	1304152	155	0.011144406	1304152	211	0.0047003725	1304152	9315	0.42125687	1304152	1495	0.07523203	1304152	1016	0.048879273	1304152	21163	0.70062923	1304152	311	0.0049526435	1304152	537	0.031866685	1304152	269	0.014518246	1304152	217	0.013338169	1304152	86	0.0060598766	1304152	1173	0.047041297	1304152	198	0.003534864	1304152	304	0.013328201	1304152	267	0.0051236358	1304152	593	0.038895007	1304152	891	0.03228918	1304152	1073	0.05784832	1304152	835	0.042445205	1304152	996	0.06998034	1304152	14698	0.5601655	1304152	1780	0.103098415	1304152	325	0.0062416038	1304152	777	0.044141326	1304152	683	0.041244425	1304152	479	0.019545268	1304152	197	0.011675786	1304152	144	0.0085342815	1304152	560	0.04155727	1304152	15897	0.60949105	1304152	808	0.03917948	1304152	368	0.019652618	1304152	508	0.02151283	1304152	28	0.0014085781	1304152	294	0.0061932965	1304152	459	0.027186248	1304152	8797	0.40797776	1304152	208	0.0027887854	1304152	9657	0.44625244	1304152	596	0.028168496	1304152	563	0.028407732	1304152	255	0.0072468547	1304152	356	0.023258025	1304152	30	0.0013403345	1304152	2791	0.11752081	1304152	216	0.003521062	1304152	5376	0.097023964	1304152	4277	0.123148225	1304152	590	0.024205001	1304152	1396	0.065181054	1304152	117	0.005802238	1304152	564	0.040191635	1304152	5100	0.25250968	1304152	365	0.016189063	1304152	217	0.007856446	1304152	8406	0.33059105	1304152
EHA04823_bin.135	651	0.038653314	1647750	1018	0.046095584	1647750	128	0.0022460932	1647750	33111	0.7496556	1647750	9980	0.35476255	1647750	22403	0.6176562	1647750	29205	0.7564776	1647750	143	0.002278865	1647750	753	0.036619026	1647750	1784	0.08611926	1647750	1174	0.050114397	1647750	397	0.019246245	1647750	5797	0.1770123	1647750	95	0.0012520103	1647750	2053	0.067919284	1647750	103	0.0015153998	1647750	8868	0.36595842	1647750	11049	0.36894795	1647750	12871	0.45026916	1647750	20890	0.61953574	1647750	4061	0.20930056	1647750	20774	0.6264676	1647750	9121	0.3776902	1647750	138	0.0024937035	1647750	1886	0.07775391	1647750	581	0.019045364	1647750	1979	0.067405246	1647750	839	0.043640114	1647750	1434	0.06292035	1647750	2242	0.1241499	1647750	20559	0.5930851	1647750	416	0.0066739493	1647750	3337	0.14715217	1647750	8283	0.30090183	1647750	182	0.009312092	1647750	1818	0.080022454	1647750	3540	0.173516	1647750	6055	0.16599788	1647750	88	0.0020846608	1647750	108937	0.9844388	1647750	9548	0.32597968	1647750	7442	0.3044503	1647750	102	0.0022157487	1647750	240	0.0064821728	1647750	862	0.040197846	1647750	30485	0.60812014	1647750	86	0.0014905174	1647750	1932	0.07166864	1647750	29965	0.6389137	1647750	14379	0.4763089	1647750	60517	0.78223455	1647750	226	0.0033718708	1647750	4609	0.22604157	1647750	16649	0.50592566	1647750	3280	0.16516826	1647750	856	0.03569959	1647750	4630	0.19181126	1647750
EHA04823_bin.136	29	0.00087704556	1528997	28	0.00059973955	1528997	126	0.0049025603	1528997	2501	0.11425987	1528997	59	0.0016893428	1528997	362	0.0026010515	1528997	1884	0.10018267	1528997	78	0.003444088	1528997	4	0.00019816913	1528997	43	0.0012204079	1528997	67	0.0017782899	1528997	15	0.0005519959	1528997	144	0.0026232884	1528997	122	0.004370185	1528997	33	0.00066317985	1528997	127	0.0047665234	1528997	39	0.0010470917	1528997	107	0.0017429726	1528997	124	0.0020052362	1528997	142	0.002342058	1528997	13	0.00052975904	1528997	22	0.00100131	1528997	131	0.0028018367	1528997	126	0.005308709	1528997	132	0.002531071	1528997	44	0.0011811665	1528997	47	0.0013230896	1528997	16	0.0006775684	1528997	8	0.0002890784	1528997	59	0.0012531091	1528997	422	0.021036666	1528997	90	0.0012890804	1528997	185	0.0019568384	1528997	90	0.0012001331	1528997	5	0.00036559915	1528997	154	0.0025382652	1528997	21	0.0009849594	1528997	66958	0.9681216	1528997	94	0.0045284587	1528997	18212	0.6153341	1528997	45	0.0007586673	1528997	249	0.002086335	1528997	146	0.0058195014	1528997	30	0.0008201455	1528997	1	0.000098757555	1528997	91	0.0016239404	1528997	113	0.0052158376	1528997	153	0.0021249224	1528997	1031	0.00495619	1528997	61	0.0015055621	1528997	529	0.0018037969	1528997	22	0.0004283854	1528997	45	0.0009869215	1528997	1253	0.05461358	1528997	165	0.0022289122	1528997	30	0.00055722805	1528997	3541	0.1649382	1528997
EHA04823_bin.138	558	0.0015680363	1920874	107	0.0023635074	1920874	326	0.011535374	1920874	17049	0.48273233	1920874	869	0.0038852105	1920874	760	0.0049930396	1920874	25198	0.65639496	1920874	519	0.014501211	1920874	252	0.001604478	1920874	509	0.003149608	1920874	675	0.0037618293	1920874	285	0.0015066059	1920874	1793	0.0032115588	1920874	431	0.0134735545	1920874	324	0.0019085063	1920874	489	0.016118184	1920874	951	0.0026769065	1920874	1710	0.004173621	1920874	770	0.0039794385	1920874	466	0.0025504015	1920874	1217	0.0022479352	1920874	30620	0.6993457	1920874	1262	0.0045541767	1920874	661	0.020152805	1920874	311	0.0033474346	1920874	133	0.001080758	1920874	204	0.002328107	1920874	229	0.00066948694	1920874	58	0.0008579428	1920874	641	0.0034489508	1920874	27686	0.64735323	1920874	424	0.0030564212	1920874	837	0.0035218343	1920874	356	0.0029569874	1920874	17	0.00061898906	1920874	1139	0.0036816574	1920874	448	0.0031293046	1920874	63194	0.8897278	1920874	368	0.012341778	1920874	2130	0.042013686	1920874	388	0.0036592719	1920874	429	0.002468668	1920874	502	0.016520604	1920874	412	0.0018252109	1920874	24	0.00023322717	1920874	978	0.005155986	1920874	394	0.014121176	1920874	353	0.0029496988	1920874	2737	0.006760464	1920874	469	0.0035728528	1920874	900	0.0030428858	1920874	310	0.0021542278	1920874	304	0.0024967801	1920874	13137	0.36813033	1920874	918	0.0026597267	1920874	258	0.0015977102	1920874	1425	0.038503826	1920874
EHA04823_bin.13	6224	0.083476126	1646902	1593	0.051419575	1646902	166	0.0037512858	1646902	62340	0.9380091	1646902	9338	0.09956391	1646902	3758	0.07376274	1646902	552	0.011332793	1646902	174	0.0039389106	1646902	3315	0.06996956	1646902	6121	0.0885584	1646902	2920	0.07330673	1646902	1818	0.05790812	1646902	7409	0.09419382	1646902	150	0.0036650633	1646902	7040	0.0792409	1646902	136	0.0038447946	1646902	17444	0.13560249	1646902	18982	0.12683815	1646902	8829	0.10170429	1646902	8219	0.0975899	1646902	14579	0.12422962	1646902	691	0.013249119	1646902	17253	0.12570268	1646902	216	0.0038842626	1646902	11945	0.10057004	1646902	1082	0.043006808	1646902	5625	0.080951385	1646902	4145	0.07472758	1646902	4153	0.07250219	1646902	5260	0.083225355	1646902	10598	0.38816336	1646902	2290	0.063286096	1646902	10632	0.09961248	1646902	10689	0.10253919	1646902	837	0.028817136	1646902	44867	0.16756734	1646902	4991	0.081646025	1646902	87111	0.9737884	1646902	122	0.003428255	1646902	404	0.009740713	1646902	7678	0.090651415	1646902	2602	0.06104249	1646902	172	0.0039765574	1646902	5486	0.08719948	1646902	253	0.010231331	1646902	37952	0.14081955	1646902	126	0.0026316077	1646902	7040	0.09228478	1646902	49567	0.17053473	1646902	20277	0.12709378	1646902	19365	0.12747328	1646902	1333	0.039588876	1646902	3115	0.07598509	1646902	36577	0.7986219	1646902	9414	0.10152881	1646902	6995	0.08678962	1646902	9076	0.361908	1646902
EHA04823_bin.140	1582	0.018278182	2379832	2347	0.014585904	2379832	1348	0.040880196	2379832	7084	0.13735591	2379832	3321	0.028041475	2379832	10071	0.051170837	2379832	6847	0.10040121	2379832	1903	0.055072375	2379832	1968	0.01581036	2379832	1958	0.016138114	2379832	7743	0.022294851	2379832	950	0.015648164	2379832	6273	0.019648446	2379832	1819	0.055928316	2379832	2783	0.026336733	2379832	2011	0.06316874	2379832	2390	0.015190568	2379832	11232	0.024555935	2379832	9381	0.0341751	2379832	6855	0.037318602	2379832	5700	0.036726963	2379832	2286	0.05685149	2379832	6699	0.028602859	2379832	2941	0.08596489	2379832	11719	0.04594862	2379832	1908	0.022469234	2379832	3889	0.038898963	2379832	959	0.020830462	2379832	1585	0.02452526	2379832	3860	0.018453404	2379832	9042	0.12463863	2379832	6778	0.034738168	2379832	5790	0.046014592	2379832	10785	0.058086034	2379832	384	0.008006448	2379832	1845	0.011953365	2379832	5780	0.03227833	2379832	912038	0.9707379	2379832	1454	0.04657766	2379832	6054	0.042283658	2379832	9627	0.045023765	2379832	4712	0.03204764	2379832	2722	0.082873076	2379832	6850	0.03791822	2379832	233	0.0040154094	2379832	17767	0.048909754	2379832	2406	0.075596094	2379832	4363	0.037736278	2379832	10561	0.044909474	2379832	5396	0.034294438	2379832	8109	0.034883976	2379832	1776	0.014308153	2379832	13963	0.071400836	2379832	10567	0.12379781	2379832	3529	0.027538499	2379832	3606	0.021775067	2379832	2149	0.046193596	2379832
EHA04823_bin.141	616	0.018418545	1841785	2491	0.038153205	1841785	546	0.0049365154	1841785	10585	0.29923743	1841785	3731	0.043887857	1841785	2495	0.034553435	1841785	4867	0.14695472	1841785	522	0.004684043	1841785	885	0.023608075	1841785	1520	0.030132182	1841785	2053	0.034464933	1841785	1205	0.026254965	1841785	9372	0.052005526	1841785	539	0.004590655	1841785	3138	0.035740327	1841785	517	0.0049690926	1841785	1045	0.027557505	1841785	19432	0.07021015	1841785	6422	0.055372912	1841785	2766	0.039988924	1841785	1734	0.031989075	1841785	24410	0.59883213	1841785	2411	0.033330165	1841785	732	0.0052400255	1841785	1907	0.034112558	1841785	2982	0.04273137	1841785	1424	0.023438131	1841785	763	0.02225504	1841785	1115	0.022747498	1841785	2458	0.033338852	1841785	22453	0.5698293	1841785	2374	0.033185743	1841785	2038	0.031557973	1841785	6715	0.055890888	1841785	178	0.0060191606	1841785	667	0.017679045	1841785	7397	0.048372097	1841785	8335	0.14573254	1841785	445	0.0040363017	1841785	27732	0.6497192	1841785	2446	0.037974574	1841785	4929	0.04747297	1841785	465	0.0052411114	1841785	4019	0.04700223	1841785	258	0.0072630625	1841785	8192	0.043846052	1841785	368	0.0041096	1841785	6689	0.036343005	1841785	23205	0.070227526	1841785	2762	0.040367905	1841785	3623	0.043221656	1841785	1905	0.020889517	1841785	4162	0.044904806	1841785	4471	0.1418678	1841785	1308	0.028652638	1841785	3899	0.04469143	1841785	43637	0.8164167	1841785
EHA04823_bin.142	927	0.018305352	2315170	468	0.009749608	2315170	465	0.0044039963	2315170	500384	0.9310487	2315170	10765	0.07611623	2315170	3813	0.046868265	2315170	1062982	0.94140995	2315170	767	0.0051646316	2315170	1313	0.021871828	2315170	2706	0.04247334	2315170	4838	0.05783463	2315170	426	0.007696195	2315170	6487	0.04813599	2315170	355	0.003649408	2315170	5264	0.03770738	2315170	596	0.003382905	2315170	15362	0.12669523	2315170	13058	0.09162264	2315170	14918	0.09820057	2315170	6108	0.06451794	2315170	4694	0.05230199	2315170	14	0.00021985426	2315170	2745	0.03742317	2315170	367	0.0038239092	2315170	8080	0.061708212	2315170	1537	0.029709697	2315170	6477	0.053220715	2315170	271	0.0024291952	2315170	1212	0.018413767	2315170	9206	0.077792995	2315170	182353	0.8899273	2315170	788	0.007924688	2315170	1102	0.012651339	2315170	8685	0.066377416	2315170	315	0.0032671466	2315170	3438	0.02044472	2315170	1594	0.027167335	2315170	919274	0.9327475	2315170	437	0.0042152414	2315170	547370	0.9051132	2315170	18500	0.09559989	2315170	4236	0.041338217	2315170	369	0.0033008375	2315170	631	0.009725852	2315170	125	0.0018763201	2315170	11046	0.061807126	2315170	464	0.0038671026	2315170	1529	0.024071667	2315170	45084	0.16658129	2315170	6447	0.059535153	2315170	13904	0.08799311	2315170	105	0.0030684571	2315170	3128	0.043434393	2315170	614422	0.9325946	2315170	5910	0.066221915	2315170	801	0.0063334443	2315170	27795	0.5293119	2315170
EHA04823_bin.144	554	0.0036218278	2159683	451	0.004480287	2159683	1074	0.03376329	2159683	10362	0.23443116	2159683	2643	0.05303649	2159683	2240	0.03392257	2159683	10231	0.28029948	2159683	1807	0.05398709	2159683	419	0.008169254	2159683	2106	0.040310547	2159683	1045	0.0070922445	2159683	536	0.00859015	2159683	4968	0.070039906	2159683	1081	0.034824092	2159683	857	0.007230228	2159683	1463	0.047683388	2159683	1290	0.023551142	2159683	4133	0.057341747	2159683	2760	0.052529007	2159683	2323	0.043210045	2159683	1798	0.034734726	2159683	8864	0.27409256	2159683	1689	0.01924449	2159683	1479	0.042631257	2159683	995	0.008812404	2159683	383	0.0060013435	2159683	445	0.0053216144	2159683	404	0.0081558265	2159683	264	0.0044964934	2159683	1207	0.025518097	2159683	8687	0.24078766	2159683	966	0.0073144995	2159683	2779	0.05293416	2159683	1174	0.009127266	2159683	42	0.0010946051	2159683	3788	0.065662876	2159683	1802	0.044714894	2159683	6371	0.1453917	2159683	926	0.032470044	2159683	311892	0.9949201	2159683	1259	0.012875964	2159683	1943	0.041990884	2159683	1205	0.037768967	2159683	1052	0.010664528	2159683	48	0.0013890928	2159683	3565	0.053418025	2159683	1216	0.03945996	2159683	1885	0.03149166	2159683	29960	0.2058779	2159683	2418	0.049991596	2159683	881	0.007150586	2159683	345	0.0048891436	2159683	1284	0.022469964	2159683	9840	0.24972832	2159683	3362	0.072756514	2159683	800	0.01420903	2159683	4716	0.15085918	2159683
EHA04823_bin.145	51	0.00022406227	1392470	34	0.0006118624	1392470	167	0.008352065	1392470	7119	0.3344582	1392470	136	0.00085962354	1392470	69	0.00066500535	1392470	38925	0.9125324	1392470	147	0.008361401	1392470	25	0.0002793597	1392470	35	0.00039282715	1392470	50	0.00083879725	1392470	23	0.00026140598	1392470	491	0.000580982	1392470	106	0.006077689	1392470	22	0.00023842524	1392470	119	0.006823845	1392470	103	0.00037415526	1392470	294	0.0006571057	1392470	133	0.00068870425	1392470	56	0.00038420936	1392470	70	0.00024704303	1392470	145	0.0017551545	1392470	176	0.0005608738	1392470	171	0.0082170535	1392470	76	0.00086249615	1392470	20	0.00024129784	1392470	27	0.00030090415	1392470	10	0.00036841008	1392470	0	0	1392470	62	0.00037415526	1392470	86	0.0014686133	1392470	50	0.0005307116	1392470	76	0.00037200082	1392470	59	0.0005206575	1392470	0	0	1392470	113	0.0005781094	1392470	25	0.00029515897	1392470	3520	0.16982484	1392470	115	0.006076253	1392470	19237	0.6778918	1392470	70	0.0004474064	1392470	53	0.000595345	1392470	168	0.007916149	1392470	32	0.00023770709	1392470	7	0.00014291152	1392470	268	0.0008308976	1392470	99	0.0062299366	1392470	71	0.001176327	1392470	297	0.0009292839	1392470	89	0.0006843954	1392470	164	0.0012739951	1392470	43	0.00031383082	1392470	31	0.00032963007	1392470	18901	0.6462452	1392470	61	0.00026499672	1392470	39	0.0003016223	1392470	87	0.0015504822	1392470
EHA04823_bin.146	196	0.008841794	1968605	95	0.004134908	1968605	46	0.0011652922	1968605	20794	0.5534508	1968605	2605	0.060988367	1968605	1621	0.046298776	1968605	25269	0.66849166	1968605	43	0.0013400352	1968605	185	0.0087671215	1968605	782	0.02888543	1968605	322	0.014954244	1968605	144	0.006351198	1968605	1543	0.042412266	1968605	44	0.0010240754	1968605	642	0.01640197	1968605	36	0.00088692247	1968605	1193	0.041455243	1968605	2326	0.057555478	1968605	2794	0.0629654	1968605	1108	0.038926043	1968605	1826	0.054312065	1968605	29027	0.71738106	1968605	2475	0.061257083	1968605	46	0.00067255745	1968605	1008	0.033148345	1968605	304	0.013835178	1968605	321	0.01032457	1968605	337	0.015447487	1968605	178	0.006173407	1968605	1168	0.041542105	1968605	32515	0.730339	1968605	440	0.017317846	1968605	1460	0.045949798	1968605	1686	0.045554593	1968605	30	0.0012206613	1968605	1055	0.032786667	1968605	1193	0.041446608	1968605	21201	0.5580683	1968605	37	0.0008945421	1968605	122	0.0024240515	1968605	563	0.017340198	1968605	556	0.018631976	1968605	25	0.0006603661	1968605	1356	0.04593608	1968605	47	0.0014060718	1968605	4081	0.06975193	1968605	41	0.0009621026	1968605	645	0.022129375	1968605	6573	0.08765344	1968605	737	0.024781	1968605	4252	0.076412484	1968605	215	0.0062358878	1968605	1297	0.043933142	1968605	13662	0.4038291	1968605	605	0.023759464	1968605	488	0.019659607	1968605	9927	0.3400972	1968605
EHA04823_bin.148	116	0.0030754604	2465647	1521	0.017111532	2465647	863	0.013761094	2465647	264520	0.98440653	2465647	1330	0.020195104	2465647	803	0.0147482585	2465647	352090	0.9888257	2465647	997	0.0140762245	2465647	621	0.011037671	2465647	1979	0.03755363	2465647	1141	0.019545376	2465647	1034	0.022954218	2465647	3358	0.03586726	2465647	957	0.014248998	2465647	2018	0.014657816	2465647	1174	0.015299433	2465647	2361	0.03819768	2465647	3214	0.03078259	2465647	2024	0.028812315	2465647	2203	0.03935762	2465647	1806	0.037786838	2465647	119245	0.93887204	2465647	1310	0.025273286	2465647	1282	0.016352706	2465647	960	0.013794351	2465647	2392	0.018254843	2465647	942	0.01597309	2465647	467	0.011658603	2465647	722	0.012582905	2465647	1602	0.03341841	2465647	31082	0.607939	2465647	1034	0.013516939	2465647	2286	0.04070818	2465647	1085	0.017214144	2465647	160	0.0031991603	2465647	1005	0.01779249	2465647	435	0.0065520327	2465647	112656	0.92463356	2465647	924	0.014082308	2465647	181830	0.9658589	2465647	6236	0.04575878	2465647	1282	0.020345978	2465647	1160	0.015208178	2465647	1422	0.02136721	2465647	194	0.0026852991	2465647	1163	0.01492225	2465647	1001	0.014549933	2465647	1101	0.010651971	2465647	19064	0.12142492	2465647	1574	0.026979126	2465647	3319	0.0340653	2465647	558	0.008793229	2465647	1233	0.022781039	2465647	97389	0.89107525	2465647	1569	0.03105554	2465647	1021	0.019771282	2465647	13500	0.3419646	2465647
EHA04823_bin.149	1416	0.016016003	2695679	1648	0.013931184	2695679	13	0.0002941745	2695679	39706	0.67613983	2695679	1907	0.020793278	2695679	2164	0.0242885	2695679	32830	0.6453072	2695679	29	0.00032459354	2695679	140	0.0032871123	2695679	273	0.0052402383	2695679	1060	0.016479706	2695679	305	0.005363027	2695679	1636	0.015904713	2695679	7	0.00007901534	2695679	4606	0.02543886	2695679	28	0.0004240119	2695679	760	0.012960371	2695679	3897	0.03576613	2695679	5716	0.04859295	2695679	2882	0.029929008	2695679	23	0.00043922145	2695679	6	0.00019549805	2695679	2236	0.031185092	2695679	44	0.00042809252	2695679	5950	0.039266545	2695679	449	0.0063512754	2695679	1209	0.013928216	2695679	314	0.0055032517	2695679	518	0.006789384	2695679	329	0.0058756997	2695679	15839	0.37680155	2695679	1788	0.019477097	2695679	135	0.0028026334	2695679	8813	0.05044369	2695679	55	0.000948926	2695679	29	0.00088437827	2695679	526	0.009351633	2695679	71680	0.8654435	2695679	14	0.00032310968	2695679	16130	0.38410026	2695679	2032	0.019053085	2695679	2823	0.021705478	2695679	14	0.0003754156	2695679	1926	0.021689897	2695679	125	0.0022717838	2695679	1850	0.01661511	2695679	21	0.0002444653	2695679	8	0.00020662698	2695679	10722	0.07539882	2695679	1713	0.019595435	2695679	15	0.00037207693	2695679	462	0.005890909	2695679	789	0.01364109	2695679	6824	0.15952085	2695679	439	0.0074422807	2695679	2980	0.026274271	2695679	19612	0.45366976	2695679
EHA04823_bin.150	167	0.0014505782	1791010	218	0.0018872033	1791010	284	0.004179206	1791010	1634	0.035033863	1791010	546	0.0028207547	1791010	837	0.0034662005	1791010	80257	0.97355014	1791010	358	0.0045365463	1791010	138	0.0011490723	1791010	244	0.0018816199	1791010	294	0.0015583386	1791010	110	0.0018135019	1791010	1013	0.0022411935	1791010	261	0.0040334784	1791010	445	0.0015884892	1791010	320	0.004553855	1791010	367	0.0020937906	1791010	1116	0.0027085275	1791010	786	0.0025482827	1791010	672	0.0033885909	1791010	309	0.0017113249	1791010	891	0.011479557	1791010	1175	0.003789482	1791010	358	0.0045203543	1791010	1055	0.002477373	1791010	170	0.0017760928	1791010	393	0.0017766511	1791010	213	0.0015454966	1791010	151	0.0013668266	1791010	328	0.0019279624	1791010	997	0.012250629	1791010	474	0.0017738595	1791010	343	0.0023193618	1791010	753	0.0021016074	1791010	27	0.00048520108	1791010	948	0.0024539228	1791010	547	0.0025901587	1791010	2130	0.014783279	1791010	259	0.003489651	1791010	16604	0.51569116	1791010	663	0.0025644747	1791010	403	0.0020189725	1791010	309	0.0037777566	1791010	373	0.0024729064	1791010	4	0.00021831258	1791010	1778	0.0038922173	1791010	259	0.0037213638	1791010	536	0.0024444307	1791010	2900	0.004780543	1791010	889	0.003697355	1791010	888	0.0031284024	1791010	177	0.0013618014	1791010	230	0.0022104846	1791010	94470	0.97277737	1791010	265	0.0014567199	1791010	378	0.0020541481	1791010	2253	0.06928661	1791010
EHA04823_bin.151	27	0.0018875479	1146461	120	0.0023132055	1146461	2382	0.1550345	1146461	37736	0.86058575	1146461	279	0.0074943677	1146461	254	0.005178545	1146461	17959	0.6570926	1146461	4792	0.28658628	1146461	100	0.0039068055	1146461	336	0.008193039	1146461	137	0.0048026056	1146461	84	0.0037925406	1146461	153	0.00362943	1146461	2504	0.16033778	1146461	126	0.0039783297	1146461	3271	0.1999379	1146461	122	0.0038553427	1146461	403	0.006670964	1146461	236	0.008063946	1146461	153	0.006292408	1146461	186	0.006881176	1146461	3607	0.072154224	1146461	422	0.010344006	1146461	3476	0.19868098	1146461	655	0.009923582	1146461	374	0.0043760757	1146461	192	0.0047502704	1146461	23	0.0013127355	1146461	70	0.0024806776	1146461	34	0.0011670698	1146461	3153	0.054016665	1146461	122	0.0056268815	1146461	174	0.0043080403	1146461	204	0.0058719832	1146461	67	0.0025426073	1146461	200	0.005420158	1146461	101	0.002640299	1146461	170166	0.9704063	1146461	3537	0.22270449	1146461	4423	0.0791924	1146461	647	0.008106686	1146461	77	0.0033721165	1146461	4136	0.22850494	1146461	209	0.0062426897	1146461	19	0.0008050863	1146461	286	0.006143253	1146461	4705	0.27407473	1146461	494	0.0111900885	1146461	3547	0.021575963	1146461	182	0.005769058	1146461	239	0.005038113	1146461	101	0.004199009	1146461	427	0.0064328397	1146461	68019	0.9107959	1146461	97	0.0053268275	1146461	94	0.0035046984	1146461	733	0.03307134	1146461
