ID,mag_name,link_to_assembly,GTDB_version,domain,phylum,class,order,family,genus,species,host_species,closest_placement_ani,completeness,contamination,size,GC,N50,contigs,number_genes,cazy_hits,pfam_hits,kegg_hits,number_unannotated_genes,percent_unannotated_genes,DM_batch,closest_placement_af,fastani_ani,MAG_url,AB_batch,taxonomy_level,DM_batch 2,sample_type,anno_url,gbk_url,kegg_url,annotated,dereplicated,coding_density,host_order,host_class,percent_unannotated_kegg
EHM068963,EHA04815_bin.140.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__UBA1783,s__,Vombatus ursinus,0,79.53,0.61,1623919,30.00%,81461,38,1518,27,1166,737,327,21.5,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.140.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068963_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068963.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068963_kegg.tsv.gz,TRUE,DMB0166,0.9,Diprotodontia,Mammalia,51.4
EHM068967,EHA04815_bin.144.fa,EHA04815,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__RGIG1711,s__,Vombatus ursinus,77.99,79.45,1.59,1867623,35.00%,24421,113,1633,29,1236,781,372,22.8,DMB0166,0.3,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.144.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068967_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068967.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068967_kegg.tsv.gz,TRUE,DMB0166,0.9,Diprotodontia,Mammalia,52.2
EHM068986,EHA04815_bin.161.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-170,s__,Vombatus ursinus,0,79.07,2.59,1377211,58.00%,5791,290,1362,27,1083,637,257,18.9,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.161.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068986_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068986.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068986_kegg.tsv.gz,TRUE,DMB0166,0.91,Diprotodontia,Mammalia,53.2
EHM068927,EHA04815_bin.108.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__RGIG2000,s__,Vombatus ursinus,0,78.9,1.37,1143683,37.00%,8648,164,1119,46,890,559,205,18.3,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.108.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068927_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068927.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068927_kegg.tsv.gz,TRUE,DMB0166,0.91,Diprotodontia,Mammalia,50
EHM068961,EHA04815_bin.139.fa,EHA04815,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,Vombatus ursinus,0,78.69,0.74,1733296,30.00%,43904,57,1541,48,1147,699,369,23.9,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.139.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068961_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068961.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068961_kegg.tsv.gz,TRUE,DMB0166,0.93,Diprotodontia,Mammalia,54.6
EHM068954,EHA04815_bin.132.fa,EHA04815,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__RFP12,f__UBA1067,g__UBA1067,s__,Vombatus ursinus,76.83,78.47,0.08,1408801,44.00%,12017,142,1269,46,927,618,321,25.3,DMB0166,0.03,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.132.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068954_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068954.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068954_kegg.tsv.gz,TRUE,DMB0166,0.92,Diprotodontia,Mammalia,51.3
EHM068966,EHA04815_bin.143.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__CAG-448,s__,Vombatus ursinus,79.45,78.46,3.5,2061729,59.00%,5517,453,1665,88,1196,675,438,26.3,DMB0166,0.52,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.143.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068966_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068966.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068966_kegg.tsv.gz,TRUE,DMB0166,0.9,Diprotodontia,Mammalia,59.5
EHM067020,EHA04747_bin.38.fa,EHA04747,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__WCHB1-69,g__,s__,Vombatus ursinus,0,77.81,0.39,1971688,53.00%,4941,468,689,11,494,256,175,25.4,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04747_bin.38.fa.gz,ABB0566,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067020_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067020.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067020_kegg.tsv.gz,TRUE,DMB0166,0.91,Diprotodontia,Mammalia,62.8
EHM067239,EHA04749_bin.46.fa,EHA04749,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,Vombatus ursinus,77.05,77.62,0.39,1497168,40.00%,37015,59,1256,69,1006,644,225,17.9,DMB0166,0.08,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04749_bin.46.fa.gz,ABB0566,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067239_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067239.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067239_kegg.tsv.gz,TRUE,DMB0166,0.93,Diprotodontia,Mammalia,48.7
EHM068996,EHA04815_bin.171.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__UMGS1663,s__,Vombatus ursinus,0,77.53,6.11,833778,26.00%,9050,119,1303,30,910,583,372,28.5,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.171.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068996_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068996.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068996_kegg.tsv.gz,TRUE,DMB0166,0.92,Diprotodontia,Mammalia,55.3
EHM069048,EHA04815_bin.31.fa,EHA04815,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__Victivallales,f__UBA1829,g__UBA1732,s__,Vombatus ursinus,0,77.52,1.83,1553796,44.00%,8744,233,1831,85,1200,709,592,32.3,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.31.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069048_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069048.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069048_kegg.tsv.gz,TRUE,DMB0166,0.94,Diprotodontia,Mammalia,61.3
EHM069023,EHA04815_bin.198.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Limivicinus,s__,Vombatus ursinus,0,77.46,2.12,924427,30.00%,28344,40,1295,24,1099,651,166,12.8,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.198.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069023_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069023.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069023_kegg.tsv.gz,TRUE,DMB0166,0.88,Diprotodontia,Mammalia,49.7
EHM068960,EHA04815_bin.138.fa,EHA04815,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,Vombatus ursinus,0,76.87,0.67,1790205,29.00%,35675,78,1629,48,1176,710,435,26.7,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.138.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068960_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068960.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068960_kegg.tsv.gz,TRUE,DMB0166,0.92,Diprotodontia,Mammalia,56.4
EHM069102,EHA04815_bin.82.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__QALR01,s__,Vombatus ursinus,0,76.76,2.67,1631356,35.00%,4433,429,1458,58,1111,664,330,22.6,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.82.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069102_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069102.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069102_kegg.tsv.gz,TRUE,DMB0166,0.92,Diprotodontia,Mammalia,54.5
EHM069093,EHA04815_bin.74.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__SZUA-448,s__,Vombatus ursinus,0,76.73,7.83,2051016,43.00%,4247,553,1740,57,1367,925,348,20,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.74.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069093_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069093.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069093_kegg.tsv.gz,TRUE,DMB0166,0.91,Diprotodontia,Mammalia,46.8
EHM068936,EHA04815_bin.116.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Limivicinus,s__,Vombatus ursinus,77.34,76.59,6.54,2141435,48.00%,6735,403,1964,42,1499,830,437,22.3,DMB0166,0.22,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.116.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068936_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068936.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068936_kegg.tsv.gz,TRUE,DMB0166,0.91,Diprotodontia,Mammalia,57.7
EHM069056,EHA04815_bin.4.fa,EHA04815,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__W3P20-009,g__W3P20-009,s__,Vombatus ursinus,0,76.08,2.7,2570290,49.00%,46007,116,1781,73,1322,726,423,23.8,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.4.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069056_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069056.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069056_kegg.tsv.gz,TRUE,DMB0166,0.89,Diprotodontia,Mammalia,59.2
EHM068968,EHA04815_bin.145.fa,EHA04815,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__RGIG1711,s__,Vombatus ursinus,78.14,75.47,3.09,1993124,35.00%,22362,135,1750,49,1297,821,422,24.1,DMB0166,0.26,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.145.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068968_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068968.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068968_kegg.tsv.gz,TRUE,DMB0166,0.89,Diprotodontia,Mammalia,53.1
EHM067245,EHA04749_bin.51.fa,EHA04749,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__,s__,Vombatus ursinus,0,75.37,4.76,868230,32.00%,5263,205,738,20,541,320,185,25.1,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04749_bin.51.fa.gz,ABB0566,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067245_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067245.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067245_kegg.tsv.gz,TRUE,DMB0166,0.92,Diprotodontia,Mammalia,56.6
EHM066776,EHA04743_bin.42.fa,EHA04743,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__ER4,s__,Vombatus ursinus,81.08,74.72,8.4,1338084,56.00%,2625,516,882,7,709,412,162,18.4,DMB0166,0.59,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04743_bin.42.fa.gz,ABB0566,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066776_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066776.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066776_kegg.tsv.gz,TRUE,DMB0166,0.9,Diprotodontia,Mammalia,53.3
EHM068949,EHA04815_bin.128.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__RUG13409,s__,Vombatus ursinus,0,74.54,0.66,1121840,46.00%,24625,74,1002,19,833,549,154,15.4,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.128.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068949_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068949.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068949_kegg.tsv.gz,TRUE,DMB0166,0.93,Diprotodontia,Mammalia,45.2
EHM067191,EHA04750_bin.45.fa,EHA04750,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-170,s__,Vombatus ursinus,0,74.19,0.61,2143840,43.00%,26406,122,757,14,580,328,162,21.4,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04750_bin.45.fa.gz,ABB0566,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067191_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067191.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067191_kegg.tsv.gz,TRUE,DMB0166,0.9,Diprotodontia,Mammalia,56.7
EHM069055,EHA04815_bin.39.fa,EHA04815,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,Vombatus ursinus,77.28,74.16,3.6,1350808,50.00%,5571,287,1277,42,962,546,294,23,DMB0166,0.13,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.39.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069055_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069055.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069055_kegg.tsv.gz,TRUE,DMB0166,0.91,Diprotodontia,Mammalia,57.2
EHM069109,EHA04815_bin.89.fa,EHA04815,2.3.0,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_D,s__,Vombatus ursinus,76.85,73.56,2.43,1257731,43.00%,3181,425,1542,25,1133,790,385,25,DMB0166,0.14,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.89.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069109_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069109.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069109_kegg.tsv.gz,TRUE,DMB0166,0.91,Diprotodontia,Mammalia,48.8
EHM069028,EHA04815_bin.201.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__UBA5578,s__,Vombatus ursinus,79.26,73.53,1.62,1300576,55.00%,7698,213,787,17,533,341,239,30.4,DMB0166,0.57,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.201.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069028_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069028.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069028_kegg.tsv.gz,TRUE,DMB0166,0.9,Diprotodontia,Mammalia,56.7
EHM068928,EHA04815_bin.109.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Pumilibacteraceae,g__RUG12826,s__,Vombatus ursinus,0,73.03,0.29,1276119,40.00%,3882,368,1008,41,751,438,244,24.2,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.109.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068928_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068928.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068928_kegg.tsv.gz,TRUE,DMB0166,0.85,Diprotodontia,Mammalia,56.5
EHM068919,EHA04815_bin.100.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__SIG714,s__,Vombatus ursinus,75.98,72.95,1.7,1316441,44.00%,4430,342,1111,30,809,426,281,25.3,DMB0166,0.05,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.100.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068919_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068919.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068919_kegg.tsv.gz,TRUE,DMB0166,0.89,Diprotodontia,Mammalia,61.7
EHM067211,EHA04749_bin.20.fa,EHA04749,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__RUG13409,s__,Vombatus ursinus,0,72.69,6.58,1203994,44.00%,3308,387,856,18,689,412,151,17.6,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04749_bin.20.fa.gz,ABB0566,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067211_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067211.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067211_kegg.tsv.gz,TRUE,DMB0166,0.93,Diprotodontia,Mammalia,51.9
EHM069014,EHA04815_bin.188.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__CAG-488,s__,Vombatus ursinus,81.86,72.41,2.59,834593,30.00%,20833,57,1519,85,1138,582,356,23.4,DMB0166,0.64,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.188.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069014_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069014.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069014_kegg.tsv.gz,TRUE,DMB0166,0.9,Diprotodontia,Mammalia,61.7
EHM069053,EHA04815_bin.37.fa,EHA04815,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__UBA4345,s__,Vombatus ursinus,79.36,71.63,1.25,1569114,59.00%,10305,219,2144,91,1574,870,548,25.6,DMB0166,0.28,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.37.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069053_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069053.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069053_kegg.tsv.gz,TRUE,DMB0166,0.92,Diprotodontia,Mammalia,59.4
EHM068976,EHA04815_bin.152.fa,EHA04815,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__,s__,Vombatus ursinus,0,71.14,9.68,2016742,41.00%,4490,533,1622,29,1333,807,258,15.9,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.152.fa.gz,ABB0581,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068976_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068976.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068976_kegg.tsv.gz,TRUE,DMB0166,0.91,Diprotodontia,Mammalia,50.2
EHM068952,EHA04815_bin.130.fa,EHA04815,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__RFP12,f__UBA1067,g__UBA1067,s__,Vombatus ursinus,77.89,71.09,4.92,1888368,41.00%,19921,155,1600,68,1119,687,456,28.5,DMB0166,0.02,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.130.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068952_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068952.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068952_kegg.tsv.gz,TRUE,DMB0166,0.93,Diprotodontia,Mammalia,57.1
EHM067026,EHA04747_bin.43.fa,EHA04747,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__ER4,s__,Vombatus ursinus,81.29,70.85,3.55,2193805,56.00%,9222,303,795,8,628,362,155,19.5,DMB0166,0.55,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0566/EHA04747_bin.43.fa.gz,ABB0566,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067026_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067026.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM067026_kegg.tsv.gz,TRUE,DMB0166,0.92,Diprotodontia,Mammalia,54.5
EHM068953,EHA04815_bin.131.fa,EHA04815,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__RFP12,f__UBA1067,g__UBA1067,s__,Vombatus ursinus,78.08,70.54,4.5,1456926,41.00%,28285,77,1295,70,988,623,280,21.6,DMB0166,0.02,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.131.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068953_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068953.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM068953_kegg.tsv.gz,TRUE,DMB0166,0.93,Diprotodontia,Mammalia,51.9
EHM069018,EHA04815_bin.192.fa,EHA04815,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,Vombatus ursinus,0,70.4,5.3,913520,32.00%,9931,142,1122,33,808,443,299,26.6,DMB0166,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0581/EHA04815_bin.192.fa.gz,ABB0581,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069018_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069018.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069018_kegg.tsv.gz,TRUE,DMB0166,0.92,Diprotodontia,Mammalia,60.5
